Name,Studio,Year,Description,Tags,Image_Link,Iframe_Link
"Enjo kouhai 4","Majin","N/A","Enjo kouhai 4: công chúa thứ iris của tộc elf, người được chuyển đến một trường học của con người với tư cách là một đại sứ thiện chí cho sự hợp tác giữa con người và bán nhân. cô là một sinh viên danh dự được người nhiều ngưỡng mộ, nhưng để duy trì giống nói thì cô cũng tham gia vào chương trình hỗ trợ lai giống... và bất ngờ thay, người mà cô ghép cặp để nhân giống lại chính là...","Big Boobs|Blow Job|Bondage|Boob Job|Dark Skin|Elf|Fantasy|Femdom|Gang Bang|Harem|Lactation|Loli|Nữ Sinh - School Girl|Stocking|Teacher|Threesome|Tsundere|Vanilla|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d6cfdb21537cfa0cbb93/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hatsukoi jikan 5","T-Rex","N/A","Ayane từng là một lỗ lồn bị bạn bè xa lánh vì ngoại hình cũng như có tính cách kì lạ. ayane được koshou tìm thấy khi bị bỏ rơi trong lúc trốn tìm. koshou an ủi ayane bằng một trò chơi, từ đó trở đi koshou không còn gặp ayane nữa. trưởng thành koshou quyết định cai anime và game, cậu cũng giảm béo và rời thị trấn nhỏ đến nơi thành thị học hành. trớ trêu thay, bím ayane ngày ấy đã trưởng thành và chuyển đến học cùng trường với koshou. koshou thì không nhận ra nhưng bướm thì có. trước khi koshou kịp có ghệ, ayane đã chớp lấy thời cơ và thổ lộ toàn bộ tình cảm mà mình đã ấp ủ từ năm ấy với koshou...","Big Boobs|Blow Job|Boob Job|Femdom|Romance|Nữ Sinh - School Girl|Vanilla|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d66e7c07392c840242b1/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hatsukoi jikan 6","T-Rex","N/A","Onii-chan và kirika là gần nhà của nhau. dù không có máu mủ, kirika vô cùng yêu quý onii-chan còn anh luôn luôn xem kirika là một đứa con nít. onii-chan thường đèo kirika theo vào mỗi buổi đi giã ngoại. lớn lên onii-chan trở thành thầy giáo, kirika thổ lộ với onii-chan đồng thời muốn học ở người trường mà anh ta dạy nhưng bị từ chối. từ đó tính cách tsundere của kirika phát triển, kirika cố tỏ ra lạnh lùng bất cần nhưng trái tim vẫn yêu say đắm onii-chan. sau một chuyến đi giã ngoại, kirika bị mắc mưa và phải trú nhờ nhà onii-chan, kirika vô tình để lộ bộ phận nhạy cảm khiến onii-chan vô cùng dam dang thằng nhỏ. kirika muốn xác nhận liệu onii-chan có yêu mình không? nên cô đã hành động cực đoan. onii-chan không thể chịu được những cuộc tra tấn tình dục nên đã phá bỏ rào cản giữa thầy và trò mà lao vào cưỡng dục kirika!","Big Boobs|Blow Job|Femdom|Foot Job|Romance|Nữ Sinh - School Girl|Tsundere|Vanilla|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694fb2dffbf55b5bf0aea5a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Isekai kita node sukebe skill de zenryoku ouka shiyou to omou 3","Pink Pineapple","N/A","Tatsuo, một thanh niên fa lâu năm, sau khi luyện thành thục quay tay thần chưởng được 77 49 ngày thì anh đã đạt cảnh giới thượng thừa, khi con cục thịt có thể sử dụng kĩ năng nhất kích tất sát. sau đó anh đã triệu hồi được nữ thần và muốn cô thực hiện điều ước của mình là: anh muốn tới dị giới, và được cường hóa con thằng nhỏ thượng thừa để làm cho tất cả các phụ nữ sung phê...","Big Boobs|Blow Job|Fantasy|Femdom|Stocking|Succubus|Tsundere|Vietsub|Tiểu tiện","N/A","https://e.streamqq.com/videos/6694ae50bd0754f82d0d72c2/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Isekai kita node sukebe skill de zenryoku ouka shiyou to omou 4","Pink Pineapple","N/A","Tatsuo, một thanh niên fa lâu năm, sau khi luyện thành thục quay tay thần chưởng được 77 49 ngày thì anh đã đạt cảnh giới thượng thừa, khi con thằng nhỏ có thể sử dụng kĩ năng nhất kích tất sát. sau đó anh đã triệu hồi được nữ thần và muốn cô thực hiện điều ước của mình là: anh muốn tới dị giới, và được cường hóa con cò thượng thừa để làm cho tất cả các phụ nữ sung phê...","Ahegao|Big Boobs|Fantasy|Femdom|Stocking|Succubus|Thủ Dâm|Tsundere|Vietsub|Tiểu tiện","N/A","https://e.streamqq.com/videos/6698d66f7c07392c840242b2/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Konomi ja nai kedo mukatsuku ane to aishou batsugun ecchi 1","Mary Jane","N/A","Ritsuki và kyouya là hai chị em ruột của nhau. từ nhỏ hai chị em luôn đùm bọc che chở cho nhau. nhưng rồi tuổi nổi loạn của kyouya cũng đến khiến tình cảm chị em bị rạn nứt. ritsuki và kyouya luôn luôn cãi nhau thậm chí là không thêm nhìn mặt. trong một lần về nhà khi trời mưa, ritsuki vô tình ngã bong gân và bắt kyouya mát-xa chuộc lỗi. trong lúc làm kyouya thấy cơ thể ritsuki quá múp nên đã ra tay sờ soạn và anh đã húp luôn chị ruột mình...","Big Boobs|Loạn Luân|Tsundere|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6694ae4c623daebc4906c65a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Kotowarenai haha 1","Queen Bee","N/A","Yuuta và kousuke là hai thằng bạn thân với nhau. một hôm yuuta được kousuke mời đến nhà xem phim sex cùng nhau. nhưng không ngờ hôm đó má của kousuke là shiori cũng có mặt ở nhà thay vì ra ngoài. shiori bỗng nhiên bị trượt cầu thang và yuuta phát hiện ra tay đỡ cho cô, không ngờ khiến yuuta bị thương cả hai tay. cảm thấy có lỗi với bạn của con trai, shiori chăm sóc yuuta cho đến khi cánh tay cậu lành lại. cô không chỉ chiều chuộng, cho ăn mà còn quan tâm đến cơn dam dang thằng nhỏ của yuuta. sau khi shiori thẩm du cho yuta bằng tay của mình, cô bỗng đánh thức ham muốn tình dục bấy lâu của mình và không thể ngừng nghĩ đến việc phang tình dục thực sự với yuuta.","Big Boobs|Blow Job|Boob Job|Milf|Thủ Dâm|Vietsub","N/A","https://e.streamqq.com/videos/6694ae4d464f61c27d054f4a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Mitasarete mezameru asa ni jimi na choushoku wo the animation 1","Showten","N/A","Nagase koutarou và yashiro sayaka từng là hai người bạn học với nhau, sayaka thì tài sắc vẹn toàn khiến koutarou và bao chàng trai say đắm. vào một ngày họp lớp thì họ lại tái ngộ. sayaka lúc nào cũng khoe khoang rằng mình có thằng bồ là chủ tịch, thật ra sayaka cũng đã bị đá. koutarou cũng không mấy khá khẩm khi anh cũng vừa bị đá nốt. kể từ lúc bị đá, sayaka không còn nơi để ngủ phải dựa vào người khác tìm nơi tá túc. koutarou bỗng nghe được câu chuyện của sayaka nên đã nguyện giúp đỡ sayaka. về nhà sayaka luôn tưởng tượng việc koutarou sẽ đè ép quan hệ mình bất cứ lúc nào, nên sayaka đã đè koutarou làm nhục trước lấy lợi thế...","Ahegao|Big Boobs|Blow Job|Tsundere|Vanilla|Vietsub|Ti thụt","N/A","https://e.streamqq.com/videos/6694ae5134237d94710be546/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Modaete yo adam-kun 1","Suiseisha","N/A","Vài năm về trước, một chủng vi-rút xuất hiện lây lan khiến toàn bộ đàn ông trên thế giới bị rối loạn cương dương không thể bắn tinh. cớ sao có một nam sinh tên sonomiya lại miễn nhiễm với nó. sonomiya cũng phải chuyển đến một trường học với 90% nữ học sinh. sonomiya phải đóng vai adam để thỏa mãn nhu cầu dục vọng cho hơn 4 tỉ eve đang vô cùng khát dục...","Ahegao|Big Boobs|Blow Job|Boob Job|Femdom|Harem|Megane|Milf|Nữ Sinh - School Girl|Stocking|Teacher|Tsundere|Vanilla|Virgin|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/6698d66991f8d542e806ed6d/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"No waifu no life 1","Queen Bee","N/A","Phần 1: cô vợ của chủ nhà marin là một phụ nữ vừa mới kết hôn. cô cùng anh xã chuyển đến một căn hộ mới sinh sống. ngày đầu tiên sang chào hỏi nhà đối diện, cô vô tình hội ngộ murai, một huấn luyện viên bóng chày cũ của cô. hắn ta là người từng quấy rối tình dục cô ngày xưa. murai bắt đầu cuộc hành trình thưởng thức cô vợ thằng khác... phần 2: người má dịu hiền câu chuyện về một bà má hết mực yêu thương cậu con trai yuuri của mình. yuuri cũng thường quay lén má mình thay đồ để sục cây hàng và bị cô phát hiện. một ngày khi bạn của yuuri là hiroki ghé chơi. hiroki phát hiện cô đang thẩm du vì chồng yêu mình phang chưa đã. và rồi ngày sang ngày hiroki đều đến nhà thay thế người chồng bất lực để thỏa mãn cô. yuuri phát hiện má mình bị thằng bạn giã cũng đành bất lực...","Ahegao|Big Boobs|Blow Job|Boob Job|Milf|Mind Break|Hiếp dâm - Rape|Stocking|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694ae4e34237d94710be545/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ojisan de umeru ana the animation 1","Pink Pineapple","N/A","Câu chuyện tập 1 kể về cô gái kaede. khi còn nhỏ, kaede thường chơi một mình trong công viên. bất ngờ một ngày bỗng có một gã đàn ông trung niên tiếp cận và quấy rối tình dục bím. lúc đó kaede còn quá nhỏ nên không nhận thức được hành vi tàn độc của gã mà chỉ biết chịu đựng trong khó chịu. lớn lên, khi kaede đã là em học sinh trung học. cô đã tìm hiểu và nhận thức được đó là tình dục. tuy nhiên kaede lại không mấy hứng thú đến đám con trai cùng lứa. những kí ức kinh hoàng đó cứ ám ảnh kaede khiến cô vô cùng mê hoặc các chủ đề tình dục và đặc biệt cô rất thích người yêu của mình là những ông chú trung niên.","Big Boobs|Blow Job|Nữ Sinh - School Girl|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6698d66c8c44854a800d2ad4/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ojisan de umeru ana the animation 2","Pink Pineapple","N/A","Câu chuyện kể về satou mia, một em học sinh trung học phải kiếm tiền bằng nghề làm gái. sau mỗi buổi sướng pha với những ông chú giàu sụ, mia cũng kiếm được cả bộn tiền. trớ trêu thay, vị khách tiếp theo mà mia mời lại là thầy giáo miyano của cô. để bịt miệng lão ta, mia đã cho miyano chơi một lần miễn phí dù phát hiện hành vi sai trái của học trò nhưng lão không hề ngăn cản mà còn tận hưởng cơ thể nữ học sinh trung học ấy. sau lần địt để bịt miệng lão thầy giáo, mia phát hiện cơ thể mình tương thích vô cùng với thầy miyano và khiến mia vô cùng sung phê. thời gian trôi qua, mia không còn nện với bất cứ ai khác ngoại trừ thầy miyano. và cũng không biết từ khi nào mia đã dành trọn trái tim mình để yêu vị thầy giáo ấy...","Big Boobs|Blow Job|Nữ Sinh - School Girl|Teacher|Ugly Bastard|Vietsub","N/A","https://e.streamqq.com/videos/6698d66cd87547f57b08c4e2/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ruins seeker 1","Majin","N/A","Quem quaeritis là một nhà thám hiểm trẻ đang tìm kiếm kho báu tại","Big Boobs|Fantasy|Monster|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Vietsub","N/A","https://e.streamqq.com/videos/6694ae4f464f61c27d054f4c/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Shunka shuutou 2","Nur","N/A","Miharu và natsumi là hai học sinh nữ rất thân với nhau như hình với bóng. natsumi là cô gái ít nói dè dặt, cô có một cậu người yêu nhưng ngày càng ít liên lạc với nhau dẫn đến tình cảm lạnh nhạt dần. miharu thì hay phá đám muốn họ chia tay để natsumi trở về với mình như xưa. trong quá trình phá, miharu thường để cậu sờ mó thân thể và vô tình cậu thằng bồ của natsumi đã phải lòng miharu. từ đó anh ta rất ít quan tâm đến natsumi mà bỏ mặc cô...","Big Boobs|Blow Job|Hiếp dâm - Rape|Nữ Sinh - School Girl|Teacher|Thủ Dâm|Tsundere|Vanilla|Vietsub","N/A","https://e.streamqq.com/videos/6698d66a8c44854a800d2ad3/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Sinisistar 2","Majin","N/A","đó là một vùng đất đầy rẫy quái vật. kessalia là một thành phố bỏ hoang được bao phủ trong bóng tối và chướng khí khắp nơi. sơ labian được lệnh điều tra vùng đất này. trong khu rừng tối tăm xung quanh làng, có những sinh vật kỳ quái lang thang khắp nơi. dưới màn đêm trăng sáng, tiếng gầm rú của những sinh vật lạ vang lên... trong thế giới này, cô không thể nhận ra đâu là thật đâu là mơ...","Ahegao|Big Boobs|Fantasy|Gang Bang|Guro|Hầu gái - Maid|Monster|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Vietsub","N/A","https://e.streamqq.com/videos/6698d66c7c07392c840242b0/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Spectacled sensei’s reward diary 1","Amelialtie","N/A","Thấy cậu học trò của mình tiến bộ hằng ngày. cô giáo thảo thường thưởng cho cậu học trò bất cứ thứ gì cậu muốn. từ trò chơi mò ti trong áo vô tri đến mấy trò như vuốt trụ, liếm kẹo... và tiến xa hơn là tạo em bé.","3D|Big Boobs|Blow Job|Boob Job|Megane|Teacher|Vietsub","N/A","https://e.streamqq.com/videos/6698ecd559a859f14409123c/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tenioha 2 limit over - mada mada ippai ecchi shiyo the animation 1","Pink Pineapple","N/A","Tenioha 2 limit over - mada mada ippai ecchi shiyo the animation 1: chị về rồi đây, lâu lắm rồi chúng ta chưa làm chuyện đó phải không? hôm nay là ngày tốt nghiệp rồi, chị không muốn mất em... chúng ta làm gì đó đi....","Big Boobs|Blow Job|Boob Job|Dark Skin|Femdom|Foot Job|Gang Bang|Harem|Nữ Sinh - School Girl|Stocking|Threesome|Vietsub","N/A","https://e.streamqq.com/videos/6698d6d0e125a9263f0f10e3/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Umemaro vol 20 - ntr sex friends game 1","Umemaro 3D","N/A","Câu chuyện về tình cảm lạnh giữa giữa 3 người bạn.","Anal|Big Boobs|Blow Job|Boob Job|Double Penetration|Hiếp dâm - Rape|Threesome|Vietsub|NTR|Không Che","N/A","https://e.streamqq.com/videos/6698d66b66d1ba26f80677cb/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Yuusha hime milia 2","Majin","N/A","Milia là một cô gái được đức vua nhận nuôi từ người thân. trước ngày con trai của đức vua, hoàng tử rick được phong danh hiệu anh hùng nhằm tiêu diệt quỷ vương. milia đã gài bẫy khiến anh trở thành một tên ấu dâm, cuối cùng anh đã bị tử hình vì tội trạng tày trời đó. sau khi anh chết, milia được phong tặng danh hiệu. rick không thể siêu thoát và kẹt mãi trong limbo vì nổi uất ức năm nào. và rồi một giọng nói bí ẩn vọng trong limbo chỉ cho rick cách trở về dương giới để báo thù và đó chính là quỷ vương.","Ahegao|Big Boobs|Fantasy|Loli|Monster|Hiếp dâm - Rape|Nữ Sinh - School Girl|Stocking|Vietsub","N/A","https://e.streamqq.com/videos/6694ae50bd0754f82d0d72c3/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
